zone,AP_SMART25,itis-wifi2,AP_ITISLI03_5.0,AP_ITISLI02,AP_ITISLI03_2.5,itis-wifi,wifi-itis,itis-pvt,wifi-lab01,AP_SMART50
Smartlab_1,-120,-120,-120,-75,-120,-120,-73,-47,-120,-120
Smartlab_2,-120,-120,-61,-120,-120,-120,-71,-37,-120,-120
Smartlab_2,-120,-77,-120,-81,-120,-120,-120,-39,-120,-120
Smartlab_2,-120,-120,-120,-120,-120,-45,-120,-39,-120,-120
Smartlab_2,-120,-120,-120,-120,-120,-120,-120,-41,-120,-120
Smartlab_2,-120,-120,-71,-120,-120,-120,-120,-47,-120,-120
Smartlab_2,-120,-120,-71,-71,-120,-120,-120,-41,-120,-120
Smartlab_2,-120,-69,-73,-120,-120,-120,-71,-41,-120,-120
Smartlab_2,-120,-71,-120,-73,-120,-67,-120,-41,-120,-81
Smartlab_2,-120,-69,-71,-120,-120,-120,-67,-120,-120,-120
Smartlab_2,-120,-120,-75,-120,-120,-120,-73,-45,-120,-120
Smartlab_2,-120,-73,-120,-120,-120,-120,-71,-43,-120,-73
Smartlab_2,-120,-120,-120,-120,-120,-120,-77,-43,-120,-120
Smartlab_2,-120,-120,-75,-120,-120,-120,-75,-45,-120,-120
Smartlab_2,-120,-75,-120,-73,-120,-120,-75,-43,-120,-120
Smartlab_2,-120,-73,-77,-120,-120,-120,-73,-43,-120,-120
Smartlab_2,-120,-120,-120,-120,-120,-120,-120,-43,-120,-75
Smartlab_2,-120,-71,-71,-73,-120,-120,-73,-45,-120,-120
Smartlab_2,-120,-83,-120,-120,-120,-120,-120,-45,-120,-75
Smartlab_2,-120,-120,-79,-120,-120,-120,-120,-45,-120,-120
Smartlab_2,-120,-120,-120,-120,-120,-120,-120,-49,-120,-71
Smartlab_2,-120,-120,-69,-69,-120,-120,-71,-47,-120,-120
Smartlab_2,-120,-73,-120,-120,-120,-120,-73,-83,-120,-120
Smartlab_2,-120,-69,-120,-71,-120,-120,-67,-45,-120,-69
Smartlab_2,-120,-120,-120,-120,-120,-120,-120,-45,-120,-120
Smartlab_2,-120,-120,-120,-69,-120,-120,-120,-43,-120,-120
Smartlab_2,-120,-69,-69,-120,-120,-120,-69,-120,-120,-65
Smartlab_2,-120,-67,-69,-120,-120,-120,-69,-120,-120,-67
Smartlab_2,-120,-65,-120,-120,-120,-120,-120,-39,-120,-120
Smartlab_2,-120,-71,-120,-71,-120,-120,-67,-41,-120,-69
Smartlab_2,-120,-69,-69,-120,-120,-120,-71,-39,-120,-71
Smartlab_3,-120,-57,-120,-51,-120,-120,-75,-51,-120,-61
Smartlab_3,-120,-55,-57,-120,-120,-120,-53,-120,-120,-55
Smartlab_3,-120,-59,-59,-83,-120,-120,-63,-120,-120,-57
Smartlab_3,-120,-120,-51,-55,-120,-120,-120,-51,-120,-120
Smartlab_3,-120,-120,-61,-120,-120,-120,-57,-49,-120,-57
Smartlab_3,-120,-120,-57,-57,-120,-120,-120,-120,-120,-57
Smartlab_3,-120,-57,-59,-53,-120,-120,-75,-47,-120,-69
Smartlab_3,-120,-65,-59,-65,-120,-120,-73,-120,-120,-71
Smartlab_3,-120,-69,-63,-81,-120,-120,-59,-120,-120,-120
Smartlab_3,-120,-120,-61,-51,-120,-120,-65,-120,-120,-120
Smartlab_3,-120,-57,-120,-63,-120,-120,-120,-120,-120,-63
Smartlab_3,-120,-59,-59,-61,-120,-120,-73,-47,-120,-61
Smartlab_3,-120,-63,-120,-63,-120,-120,-75,-120,-120,-120
Smartlab_3,-120,-81,-63,-65,-120,-120,-75,-51,-120,-75
Smartlab_3,-120,-63,-75,-55,-120,-120,-57,-120,-120,-57
Smartlab_3,-120,-65,-57,-53,-120,-120,-65,-120,-120,-63
Smartlab_3,-120,-63,-57,-57,-120,-120,-73,-49,-120,-59
Smartlab_3,-120,-61,-57,-51,-120,-120,-120,-49,-120,-57
Smartlab_3,-120,-63,-57,-49,-120,-120,-55,-81,-120,-120
Smartlab_3,-120,-57,-120,-53,-120,-120,-120,-47,-120,-63
Smartlab_3,-120,-65,-120,-120,-120,-120,-120,-49,-120,-59
Smartlab_3,-120,-59,-65,-63,-120,-120,-120,-120,-120,-120
Smartlab_3,-120,-81,-65,-57,-120,-120,-120,-45,-120,-120
Smartlab_3,-120,-79,-120,-59,-120,-120,-77,-49,-120,-65
Smartlab_3,-120,-57,-57,-57,-120,-120,-55,-120,-120,-57
Smartlab_3,-120,-81,-120,-77,-120,-120,-57,-47,-120,-73
Smartlab_3,-120,-67,-71,-65,-120,-120,-57,-47,-120,-59
Smartlab_3,-120,-55,-75,-57,-120,-120,-55,-120,-120,-73
Smartlab_3,-120,-61,-120,-55,-120,-120,-81,-120,-120,-65
Smartlab_3,-120,-57,-65,-81,-120,-120,-73,-120,-120,-55
Smartlab_4,-120,-73,-120,-120,-120,-120,-120,-47,-120,-120
Smartlab_4,-120,-120,-120,-120,-120,-120,-67,-120,-120,-120
Smartlab_4,-120,-120,-79,-120,-120,-120,-120,-57,-120,-120
Smartlab_4,-120,-77,-120,-120,-120,-120,-67,-63,-120,-75
Smartlab_4,-120,-120,-120,-69,-120,-120,-120,-120,-120,-120
Smartlab_4,-120,-79,-81,-120,-120,-120,-120,-53,-120,-120
Smartlab_4,-120,-120,-77,-77,-120,-120,-120,-57,-120,-75
Smartlab_4,-120,-120,-81,-77,-120,-120,-120,-55,-120,-77
Smartlab_4,-120,-120,-75,-120,-120,-120,-69,-57,-120,-79
Smartlab_4,-120,-73,-120,-77,-120,-120,-120,-57,-120,-120
Smartlab_4,-120,-79,-73,-73,-120,-120,-73,-53,-120,-69
Smartlab_4,-120,-79,-120,-77,-120,-120,-120,-51,-120,-120
Smartlab_4,-120,-81,-75,-73,-120,-120,-85,-51,-120,-120
Smartlab_4,-120,-120,-120,-120,-120,-120,-120,-53,-120,-77
Smartlab_4,-120,-120,-75,-120,-120,-120,-71,-49,-120,-120
Smartlab_4,-120,-120,-120,-79,-120,-120,-120,-51,-120,-120
Smartlab_4,-120,-75,-57,-73,-120,-120,-120,-55,-120,-77
Smartlab_4,-120,-71,-120,-120,-120,-120,-120,-57,-120,-120
Smartlab_4,-120,-67,-120,-120,-120,-120,-120,-120,-120,-120
Smartlab_4,-120,-120,-79,-120,-120,-120,-120,-55,-120,-120
Smartlab_4,-120,-73,-69,-120,-120,-120,-120,-51,-120,-79
Smartlab_4,-120,-120,-120,-77,-120,-120,-120,-51,-120,-120
Smartlab_4,-120,-73,-120,-83,-120,-120,-120,-120,-120,-71
Smartlab_4,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120
Smartlab_4,-120,-73,-120,-79,-120,-120,-77,-120,-120,-120
Smartlab_4,-120,-120,-120,-79,-120,-120,-120,-120,-120,-81
Smartlab_4,-120,-120,-81,-120,-120,-120,-120,-47,-120,-120
Smartlab_4,-120,-120,-120,-120,-120,-120,-83,-51,-120,-120
Smartlab_4,-120,-75,-120,-75,-120,-120,-120,-51,-120,-120
Smartlab_4,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120
