zone,AP_SMART25,itis-wifi2,AP_ITISLI03_5.0,AP_ITISLI02,AP_ITISLI03_2.5,itis-wifi,wifi-itis,itis-pvt,wifi-lab01,AP_SMART50
CorridoioLab_4,-95.0,-47.8,-63.8,-60.6,-95.0,-95.0,-67.8,-64.2,-95.0,-64.6
CorridoioLab_4,-95.0,-47.4,-63.8,-59.8,-95.0,-95.0,-67.8,-65.0,-95.0,-65.4
CorridoioLab_4,-95.0,-50.2,-64.2,-60.2,-95.0,-95.0,-67.8,-65.0,-95.0,-65.4
CorridoioLab_4,-95.0,-53.8,-59.8,-64.6,-95.0,-95.0,-68.2,-65.0,-95.0,-67.0
CorridoioLab_4,-95.0,-57.8,-60.2,-64.2,-95.0,-95.0,-63.8,-64.6,-95.0,-68.2
CorridoioLab_4,-95.0,-62.2,-60.2,-68.6,-95.0,-95.0,-65.0,-64.2,-95.0,-67.8
CorridoioLab_4,-95.0,-66.2,-60.2,-68.2,-95.0,-95.0,-64.6,-63.8,-95.0,-68.2
CorridoioLab_4,-95.0,-66.6,-60.2,-68.2,-95.0,-95.0,-64.6,-64.2,-95.0,-63.8
CorridoioLab_4,-95.0,-67.4,-60.2,-67.0,-95.0,-95.0,-63.0,-64.2,-95.0,-63.0
CorridoioLab_4,-95.0,-63.8,-60.2,-67.0,-95.0,-95.0,-67.0,-65.4,-95.0,-58.6
CorridoioLab_4,-95.0,-59.0,-59.4,-67.8,-95.0,-95.0,-66.6,-65.0,-95.0,-58.6
CorridoioLab_4,-95.0,-54.6,-59.4,-67.0,-95.0,-95.0,-66.6,-65.0,-95.0,-57.8
CorridoioLab_4,-95.0,-55.0,-54.6,-66.2,-95.0,-95.0,-65.0,-65.0,-95.0,-62.2
CorridoioLab_4,-95.0,-49.8,-59.4,-61.4,-95.0,-95.0,-64.2,-65.0,-95.0,-61.4
Aula50_1,-95.0,-64.6,-63.8,-69.0,-95.0,-95.0,-77.8,-95.0,-95.0,-76.2
Aula50_1,-95.0,-67.4,-63.0,-69.4,-95.0,-95.0,-77.0,-95.0,-95.0,-76.2
Aula50_1,-95.0,-70.2,-63.8,-67.0,-95.0,-95.0,-76.6,-95.0,-95.0,-76.6
Aula50_1,-95.0,-74.6,-64.2,-65.0,-95.0,-95.0,-73.8,-95.0,-95.0,-77.0
Aula50_1,-95.0,-73.8,-62.6,-67.0,-95.0,-95.0,-73.0,-95.0,-95.0,-76.6
Aula50_1,-95.0,-75.8,-61.8,-71.0,-95.0,-95.0,-72.2,-95.0,-95.0,-77.8
Aula50_1,-95.0,-75.8,-61.8,-70.6,-95.0,-95.0,-73.0,-95.0,-95.0,-77.4
Aula50_1,-95.0,-71.8,-60.6,-70.2,-95.0,-95.0,-71.8,-95.0,-95.0,-75.0
Aula50_1,-95.0,-68.6,-59.0,-72.6,-95.0,-95.0,-74.2,-95.0,-95.0,-75.0
Aula50_1,-95.0,-65.4,-59.0,-73.0,-95.0,-95.0,-75.4,-95.0,-95.0,-75.8
Aula50_1,-95.0,-66.6,-59.4,-73.4,-95.0,-95.0,-76.2,-95.0,-95.0,-75.8
Aula50_1,-95.0,-66.6,-58.6,-73.4,-95.0,-95.0,-76.2,-95.0,-95.0,-76.2
Aula50_1,-95.0,-68.2,-62.6,-76.2,-95.0,-95.0,-78.2,-95.0,-95.0,-77.8
Aula50_1,-95.0,-71.0,-63.0,-75.4,-95.0,-95.0,-77.8,-95.0,-95.0,-77.4
Aula50_1,-95.0,-70.6,-64.6,-71.0,-95.0,-95.0,-78.2,-111.8,-95.0,-77.4
Aula50_1,-95.0,-69.4,-64.6,-67.0,-95.0,-95.0,-77.8,-104.0,-95.0,-74.6
Aula50_1,-95.0,-66.2,-66.6,-65.8,-95.0,-95.0,-77.4,-95.0,-95.0,-73.0
Aula50_1,-95.0,-65.8,-64.2,-63.0,-95.0,-95.0,-77.8,-87.2,-95.0,-73.4
Aula50_1,-95.0,-61.8,-63.4,-61.0,-95.0,-95.0,-77.8,-78.6,-95.0,-73.8
Aula50_1,-95.0,-63.4,-66.2,-65.4,-95.0,-95.0,-77.4,-86.8,-95.0,-73.8
Aula50_1,-95.0,-61.0,-64.2,-69.0,-95.0,-95.0,-75.0,-94.6,-95.0,-73.8
Aula50_1,-95.0,-63.4,-63.4,-70.6,-95.0,-95.0,-75.0,-103.6,-95.0,-75.8
Aula50_1,-95.0,-63.0,-62.6,-71.0,-95.0,-95.0,-74.6,-111.4,-95.0,-75.8
Aula50_1,-95.0,-64.2,-64.6,-71.4,-95.0,-95.0,-75.0,-95.0,-95.0,-75.4
Aula50_1,-95.0,-66.6,-61.8,-68.6,-95.0,-95.0,-74.2,-112.2,-95.0,-73.0
Smartlab_1,-95.0,-98.4,-86.6,-88.6,-95.0,-95.0,-76.4,-44.6,-95.0,-109.8
Smartlab_1,-95.0,-98.4,-87.0,-88.2,-95.0,-95.0,-76.4,-43.0,-95.0,-109.8
Smartlab_1,-95.0,-90.6,-87.8,-78.0,-95.0,-95.0,-76.4,-43.4,-95.0,-99.2
Smartlab_1,-95.0,-90.6,-77.6,-77.2,-95.0,-105.0,-89.0,-43.4,-95.0,-88.2
Smartlab_1,-95.0,-91.4,-67.0,-77.2,-95.0,-105.0,-89.8,-44.2,-95.0,-88.2
Smartlab_1,-95.0,-91.0,-78.0,-88.2,-95.0,-105.0,-88.2,-44.2,-95.0,-98.4
Smartlab_1,-95.0,-91.0,-89.0,-87.4,-95.0,-105.0,-77.6,-45.0,-95.0,-98.4
Smartlab_1,-95.0,-88.2,-88.2,-87.4,-95.0,-105.0,-77.2,-44.6,-95.0,-98.8
Smartlab_1,-95.0,-77.2,-98.4,-88.2,-95.0,-95.0,-68.2,-44.2,-95.0,-109.8
Smartlab_1,-95.0,-87.4,-98.4,-88.2,-95.0,-95.0,-67.8,-43.4,-95.0,-98.0
Smartlab_1,-95.0,-87.8,-87.8,-76.8,-95.0,-95.0,-68.6,-43.8,-95.0,-86.2
Smartlab_1,-95.0,-77.6,-78.4,-88.2,-95.0,-95.0,-69.4,-43.8,-95.0,-75.6
Smartlab_1,-95.0,-77.6,-79.6,-89.0,-95.0,-95.0,-80.0,-59.2,-95.0,-76.0
Smartlab_1,-95.0,-76.8,-69.4,-89.0,-95.0,-95.0,-79.2,-60.0,-95.0,-67.0
Smartlab_1,-95.0,-76.8,-70.2,-77.2,-95.0,-95.0,-79.6,-60.8,-95.0,-68.6
Smartlab_1,-95.0,-77.2,-70.6,-78.4,-95.0,-95.0,-80.0,-61.2,-95.0,-80.4
Smartlab_1,-95.0,-87.4,-70.6,-78.4,-95.0,-95.0,-89.8,-62.0,-95.0,-91.0
Smartlab_1,-95.0,-89.0,-71.4,-87.8,-95.0,-95.0,-80.4,-47.0,-95.0,-92.6
Smartlab_1,-95.0,-91.4,-81.6,-98.0,-95.0,-95.0,-79.6,-47.4,-95.0,-101.6
Smartlab_1,-95.0,-81.2,-91.4,-100.4,-95.0,-95.0,-89.8,-47.8,-95.0,-102.8
Smartlab_1,-95.0,-80.0,-93.4,-110.6,-95.0,-95.0,-100.0,-48.2,-95.0,-102.8
Smartlab_1,-95.0,-80.0,-102.8,-102.4,-95.0,-95.0,-100.0,-62.4,-95.0,-102.8
Smartlab_1,-95.0,-78.4,-111.8,-102.4,-95.0,-95.0,-109.4,-62.8,-95.0,-102.8
Smartlab_1,-95.0,-87.8,-101.2,-91.8,-95.0,-95.0,-95.0,-62.8,-95.0,-92.2
Smartlab_1,-95.0,-98.0,-90.2,-101.2,-95.0,-95.0,-95.0,-62.8,-95.0,-101.2
Smartlab_2,-95.0,-111.4,-98.4,-112.2,-95.0,-105.0,-110.2,-40.6,-95.0,-95.0
Smartlab_2,-95.0,-111.4,-100.4,-102.4,-95.0,-105.0,-95.0,-41.4,-95.0,-95.0
Smartlab_2,-95.0,-109.8,-91.0,-110.2,-95.0,-105.0,-110.2,-41.8,-95.0,-95.0
Smartlab_2,-95.0,-100.0,-91.0,-100.8,-95.0,-109.4,-110.2,-42.2,-95.0,-112.2
Smartlab_2,-95.0,-89.8,-81.2,-100.8,-95.0,-109.4,-99.6,-58.0,-95.0,-112.2
Smartlab_2,-95.0,-89.8,-82.0,-100.8,-95.0,-109.4,-90.2,-57.6,-95.0,-112.2
Smartlab_2,-95.0,-80.4,-91.8,-110.6,-95.0,-109.4,-80.4,-58.0,-95.0,-102.8
Smartlab_2,-95.0,-90.6,-101.2,-110.6,-95.0,-109.4,-81.6,-58.4,-95.0,-102.8
Smartlab_2,-95.0,-100.4,-92.2,-95.0,-95.0,-95.0,-72.6,-59.2,-95.0,-110.6
Smartlab_2,-95.0,-101.6,-102.0,-110.6,-95.0,-95.0,-74.2,-43.8,-95.0,-110.6
Smartlab_2,-95.0,-92.2,-102.4,-110.6,-95.0,-95.0,-74.2,-43.4,-95.0,-110.6
Smartlab_2,-95.0,-101.6,-102.4,-110.6,-95.0,-95.0,-84.0,-43.4,-95.0,-111.0
Smartlab_2,-95.0,-91.8,-92.6,-101.2,-95.0,-95.0,-83.2,-43.8,-95.0,-111.0
Smartlab_2,-95.0,-84.4,-101.6,-101.2,-95.0,-95.0,-92.2,-43.8,-95.0,-102.0
Smartlab_2,-95.0,-93.4,-93.4,-110.6,-95.0,-95.0,-101.2,-44.2,-95.0,-102.0
Smartlab_2,-95.0,-102.8,-102.0,-110.6,-95.0,-95.0,-110.6,-45.4,-95.0,-92.2
Smartlab_2,-95.0,-102.8,-91.8,-100.4,-95.0,-95.0,-100.8,-46.2,-95.0,-101.2
Smartlab_2,-95.0,-103.2,-101.6,-109.8,-95.0,-95.0,-100.8,-53.8,-95.0,-101.2
Smartlab_2,-95.0,-100.4,-101.6,-100.0,-95.0,-95.0,-90.2,-53.8,-95.0,-100.0
Smartlab_2,-95.0,-100.4,-109.8,-100.0,-95.0,-95.0,-90.2,-53.8,-95.0,-100.0
Smartlab_2,-95.0,-100.4,-109.8,-89.8,-95.0,-95.0,-90.2,-52.6,-95.0,-109.8
Smartlab_2,-95.0,-90.2,-109.8,-100.0,-95.0,-95.0,-89.8,-67.2,-95.0,-98.8
Smartlab_2,-95.0,-89.0,-99.6,-100.0,-95.0,-95.0,-89.0,-74.6,-95.0,-88.2
Smartlab_2,-95.0,-88.2,-99.6,-109.8,-95.0,-95.0,-99.6,-73.4,-95.0,-98.4
Smartlab_2,-95.0,-78.4,-99.6,-100.0,-95.0,-95.0,-89.0,-72.6,-95.0,-88.2
Smartlab_3,-95.0,-82.2,-69.6,-85.8,-95.0,-95.0,-73.6,-78.2,-95.0,-70.0
Smartlab_3,-95.0,-94.8,-57.0,-87.0,-95.0,-95.0,-82.6,-92.0,-95.0,-69.2
Smartlab_3,-95.0,-95.2,-57.4,-73.6,-95.0,-95.0,-87.0,-77.4,-95.0,-72.0
Smartlab_3,-95.0,-96.4,-57.4,-70.0,-95.0,-95.0,-89.0,-77.4,-95.0,-74.8
Smartlab_3,-95.0,-86.2,-59.8,-75.2,-95.0,-95.0,-76.8,-91.2,-95.0,-74.8
Smartlab_3,-95.0,-86.2,-59.8,-61.4,-95.0,-95.0,-78.4,-105.4,-95.0,-87.4
Smartlab_3,-95.0,-73.6,-72.4,-62.6,-95.0,-95.0,-78.4,-105.4,-95.0,-88.6
Smartlab_3,-95.0,-74.0,-72.4,-64.2,-95.0,-95.0,-78.0,-105.4,-95.0,-87.0
Smartlab_3,-95.0,-73.6,-84.6,-63.8,-95.0,-95.0,-78.4,-105.4,-95.0,-96.8
Smartlab_3,-95.0,-76.0,-84.6,-60.6,-95.0,-95.0,-81.6,-91.6,-95.0,-87.8
Smartlab_3,-95.0,-64.6,-87.4,-61.4,-95.0,-95.0,-80.0,-91.6,-95.0,-75.2
Smartlab_3,-95.0,-66.2,-74.8,-59.4,-95.0,-95.0,-69.0,-91.6,-95.0,-75.2
Smartlab_3,-95.0,-67.0,-74.4,-58.6,-95.0,-95.0,-69.0,-92.0,-95.0,-74.8
Smartlab_3,-95.0,-66.6,-61.8,-56.2,-95.0,-95.0,-78.0,-77.8,-95.0,-62.2
Smartlab_3,-95.0,-63.0,-60.6,-53.0,-95.0,-95.0,-74.0,-83.8,-95.0,-71.2
Smartlab_3,-95.0,-61.8,-69.6,-52.6,-95.0,-95.0,-86.6,-69.2,-95.0,-72.4
Smartlab_3,-95.0,-61.8,-82.2,-66.0,-95.0,-95.0,-97.6,-55.0,-95.0,-71.6
Smartlab_3,-95.0,-61.0,-83.8,-67.2,-95.0,-95.0,-107.0,-69.2,-95.0,-83.8
Smartlab_3,-95.0,-65.0,-85.4,-68.4,-95.0,-95.0,-107.0,-68.4,-95.0,-96.4
Smartlab_3,-95.0,-68.2,-98.0,-70.4,-95.0,-95.0,-111.4,-62.0,-95.0,-85.4
Smartlab_3,-95.0,-68.2,-85.4,-71.2,-95.0,-95.0,-98.4,-76.6,-95.0,-84.2
Smartlab_3,-95.0,-71.4,-85.4,-62.6,-95.0,-95.0,-85.8,-76.2,-95.0,-87.0
Smartlab_3,-95.0,-73.0,-86.6,-63.0,-95.0,-95.0,-73.2,-61.6,-95.0,-74.8
Smartlab_3,-95.0,-67.8,-88.6,-63.0,-95.0,-95.0,-60.2,-76.6,-95.0,-65.4
Smartlab_3,-95.0,-64.2,-88.6,-62.2,-95.0,-95.0,-61.0,-90.8,-95.0,-65.4
Smartlab_4,-95.0,-102.0,-111.8,-109.8,-95.0,-95.0,-98.8,-81.4,-95.0,-111.0
Smartlab_4,-95.0,-103.2,-104.0,-109.8,-95.0,-95.0,-98.8,-82.6,-95.0,-111.0
Smartlab_4,-95.0,-103.2,-95.4,-101.2,-95.0,-95.0,-109.4,-70.0,-95.0,-102.0
Smartlab_4,-95.0,-103.2,-95.8,-92.6,-95.0,-95.0,-109.4,-69.6,-95.0,-93.4
Smartlab_4,-95.0,-111.8,-86.8,-92.6,-95.0,-95.0,-109.8,-68.4,-95.0,-94.2
Smartlab_4,-95.0,-102.4,-86.8,-94.2,-95.0,-95.0,-109.8,-55.8,-95.0,-94.2
Smartlab_4,-95.0,-102.4,-85.2,-84.8,-95.0,-95.0,-100.4,-55.8,-95.0,-84.0
Smartlab_4,-95.0,-94.2,-93.8,-84.8,-95.0,-95.0,-100.4,-54.6,-95.0,-93.0
Smartlab_4,-95.0,-86.4,-92.6,-84.0,-95.0,-95.0,-93.4,-53.8,-95.0,-101.6
Smartlab_4,-95.0,-86.4,-101.6,-84.0,-95.0,-95.0,-103.6,-53.0,-95.0,-101.2
Smartlab_4,-95.0,-95.8,-92.6,-92.6,-95.0,-95.0,-93.8,-51.4,-95.0,-101.2
Smartlab_4,-95.0,-104.0,-102.0,-93.8,-95.0,-95.0,-103.2,-51.0,-95.0,-111.4
Smartlab_4,-95.0,-103.2,-89.4,-93.0,-95.0,-95.0,-103.2,-51.8,-95.0,-102.8
Smartlab_4,-95.0,-101.2,-98.4,-102.4,-95.0,-95.0,-110.2,-53.0,-95.0,-102.8
Smartlab_4,-95.0,-90.6,-98.4,-102.4,-95.0,-95.0,-110.2,-66.4,-95.0,-111.4
Smartlab_4,-95.0,-90.6,-99.2,-102.4,-95.0,-95.0,-95.0,-67.6,-95.0,-111.4
Smartlab_4,-95.0,-81.2,-89.0,-110.6,-95.0,-95.0,-95.0,-67.6,-95.0,-103.2
Smartlab_4,-95.0,-90.2,-101.6,-111.4,-95.0,-95.0,-95.0,-66.8,-95.0,-111.8
Smartlab_4,-95.0,-90.6,-101.6,-104.0,-95.0,-95.0,-95.0,-79.4,-95.0,-102.0
Smartlab_4,-95.0,-101.2,-101.6,-104.0,-95.0,-95.0,-95.0,-79.4,-95.0,-102.0
Smartlab_4,-95.0,-91.8,-109.8,-95.8,-95.0,-95.0,-111.4,-92.4,-95.0,-102.0
Smartlab_4,-95.0,-101.2,-95.0,-87.6,-95.0,-95.0,-111.4,-106.2,-95.0,-102.4
Smartlab_4,-95.0,-101.2,-112.2,-96.2,-95.0,-95.0,-111.4,-105.4,-95.0,-102.4
Smartlab_4,-95.0,-110.6,-112.2,-103.6,-95.0,-95.0,-104.0,-91.6,-95.0,-112.2
Smartlab_4,-95.0,-101.6,-112.2,-94.6,-95.0,-95.0,-104.0,-77.8,-95.0,-112.2
